Número Movimiento;Nombre;Ciudad;Fecha de movimiento;Valor de movimiento;Tipo;Banco;Imagen;Forma de pago
629;Resende Shop;Chicago;14/07/2020;-$8.880,87;Pagado;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Tarjeta
630;Tempo Energia;Nueva York;14/07/2020;-$26.740,25;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;MercadoPago
631;Tempo Energia;Houston;14/07/2020;-$43.456,63;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
632;Tempo Energia;Chicago;14/07/2020;-$19.297,81;Pagado;Citigroup;https://i.ibb.co/18SNjp9/3.png;Efectivo
633;Canoas Shopping;Nueva York;18/07/2020;-$26.854,87;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;MercadoPago
634;Unilever Cd Pouso;Nueva York;20/07/2020;-$14.372,75;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Efectivo
635;Agro Latina;Nueva York;20/07/2020;-$9.299,75;Pagado;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Efectivo
636;Canoas Shopping;Houston;20/07/2020;-$31.277,40;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
637;Elkem Carboderivados;Nueva York;20/07/2020;$6.324,00;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Tarjeta
638;Renova;Nueva York;20/07/2020;$17.395,68;Recibido;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Paypal
639;Renova;Nueva York;20/07/2020;$6.324,00;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
640;Renova;Nueva York;20/07/2020;$6.324,00;Recibido;Santander;https://i.ibb.co/8BvyVd7/4.png;Paypal
641;Renova;Nueva York;20/07/2020;$6.324,00;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Tarjeta
642;Renova;Chicago;20/07/2020;$6.324,00;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Tarjeta
643;Renova;Nueva York;20/07/2020;$15.725,24;Recibido;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Paypal
644;Nova Olinda B;Los Ángeles;21/07/2020;$16.382,33;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
645;Nova Olinda B;Nueva York;21/07/2020;$18.451,73;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
646;Ind De Moveis Thb;Houston;21/07/2020;$2.256,20;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
647;Nova Olinda B;Nueva York;21/07/2020;$17.891,30;Recibido;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Paypal
648;Ykk Do Brasil;Los Ángeles;21/07/2020;$9.314,56;Recibido;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Efectivo
649;Nova Olinda B;Chicago;21/07/2020;-$7.443,87;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;MercadoPago
650;Ykk Do Brasil;Los Ángeles;21/07/2020;-$10.015,95;Pagado;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Paypal
651;Nova Olinda B;Los Ángeles;21/07/2020;$14.789,51;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Efectivo
652;Nova Olinda B;Los Ángeles;21/07/2020;$14.789,51;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Efectivo
653;Nova Olinda B;Los Ángeles;21/07/2020;$158.546,55;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
654;Nova Olinda B;Chicago;21/07/2020;$14.789,49;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
655;Nova Olinda B;Los Ángeles;21/07/2020;-$700.406,25;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
656;Nova Olinda B;Nueva York;21/07/2020;-$3.179,40;Pagado;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
657;Desa Uriel;Houston;25/07/2020;-$6.848,21;Pagado;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;MercadoPago
658;Canoas Shopping;Houston;26/07/2020;-$2.708,90;Pagado;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
659;Libra Energia;Nueva York;26/07/2020;-$7.817,36;Pagado;Citigroup;https://i.ibb.co/18SNjp9/3.png;Paypal
660;Libra Energia;Chicago;26/07/2020;-$1.968,82;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
661;Libra Energia;Houston;26/07/2020;-$803,36;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Efectivo
662;Diamante Ii;Houston;28/07/2020;-$542,47;Pagado;Citigroup;https://i.ibb.co/18SNjp9/3.png;Paypal
663;Diamond Comercializadora;Chicago;28/07/2020;-$1.324,61;Pagado;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;MercadoPago
664;Diamondmall;Houston;28/07/2020;-$444,22;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;MercadoPago
665;Elizabethrev;Chicago;28/07/2020;$13.260,00;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Efectivo
666;Gm Scs;Houston;28/07/2020;$742,48;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
667;Sao Clemente Vi;Nueva York;28/07/2020;$47.788,02;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
668;Elkem Carboderivados;Chicago;31/07/2020;$45.512,40;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
669;Gnu Pet;Houston;31/07/2020;-$21.575,30;Pagado;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Tarjeta
670;Rer Plasticos;Nueva York;31/07/2020;-$17.101,14;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;MercadoPago
671;Resende Shop;Nueva York;31/07/2020;-$15.811,74;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
672;Gnu Pet;Nueva York;31/07/2020;-$11.502,44;Pagado;Bank Of America;https://i.ibb.co/C63d3hs/2.png;MercadoPago
673;Rer Plasticos;Nueva York;31/07/2020;-$8.443,65;Pagado;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Efectivo
674;Resende Shop;Nueva York;31/07/2020;-$18.918,13;Pagado;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Tarjeta
675;Gnu Pet;Los Ángeles;31/07/2020;-$6.108,66;Pagado;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
676;Rer Plasticos;Los Ángeles;31/07/2020;-$17.322,55;Pagado;Bank Of America;https://i.ibb.co/C63d3hs/2.png;MercadoPago
677;Resende Shop;Nueva York;31/07/2020;$10.676,39;Recibido;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Paypal
678;Tera Papeis;Los Ángeles;31/07/2020;$131.071,51;Recibido;Citigroup;https://i.ibb.co/18SNjp9/3.png;Paypal
679;Tera Papeis;Los Ángeles;31/07/2020;$163,64;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
680;Tera Papeis;Chicago;31/07/2020;$20.680,85;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Tarjeta
681;Incopisos;Chicago;1/08/2020;$165.678,30;Recibido;Citigroup;https://i.ibb.co/18SNjp9/3.png;Efectivo
682;Incopisos;Houston;1/08/2020;$20.066,57;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
683;Incopisos;Houston;1/08/2020;$19.306,02;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Tarjeta
684;Incopisos;Chicago;1/08/2020;-$1.554.300,18;Pagado;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Tarjeta
685;Incopisos;Houston;1/08/2020;$5.157,80;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
686;Incopisos;Houston;1/08/2020;$2.439,50;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
687;Incopisos;Houston;1/08/2020;$3.275,90;Recibido;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Paypal
688;Unimin;Nueva York;1/08/2020;$2.788,00;Recibido;Citigroup;https://i.ibb.co/18SNjp9/3.png;Efectivo
689;Unimed Poa;Houston;2/08/2020;$4.879,00;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
690;Agropalma;Chicago;2/08/2020;$2.439,50;Recibido;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Paypal
691;Diamante Iii;Houston;2/08/2020;$4.879,00;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
692;Diamante Iii;Houston;2/08/2020;$3.275,90;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
693;Diamante Iii;Nueva York;2/08/2020;$2.788,00;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
694;Diamante Iii;Los Ángeles;2/08/2020;$2.866,06;Recibido;Santander;https://i.ibb.co/8BvyVd7/4.png;MercadoPago
695;Ind De Moveis Thb;Chicago;4/08/2020;$2.863,28;Recibido;Citigroup;https://i.ibb.co/18SNjp9/3.png;Paypal
696;Terphane Ne;Houston;7/08/2020;$4.752,25;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
697;Nova Olinda B;Houston;7/08/2020;$5.441,24;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Efectivo
698;Terphane Ne;Chicago;7/08/2020;$4.842,69;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
699;Terphane Ne;Houston;7/08/2020;$5.128,90;Recibido;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Tarjeta
700;Nova Olinda B;Los Ángeles;7/08/2020;$5.128,90;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
701;Nova Olinda B;Chicago;7/08/2020;$2.564,45;Recibido;Citigroup;https://i.ibb.co/18SNjp9/3.png;Paypal
702;Nova Olinda B;Los Ángeles;7/08/2020;$2.784,26;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
703;Nova Olinda B;Houston;7/08/2020;$164.492,44;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;MercadoPago
704;Nova Olinda B;Nueva York;7/08/2020;$2.564,45;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Efectivo
705;Nova Olinda B;Nueva York;7/08/2020;$2.784,26;Recibido;Citigroup;https://i.ibb.co/18SNjp9/3.png;Tarjeta
706;Nova Olinda B;Nueva York;7/08/2020;-$1.731,45;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;MercadoPago
707;Nova Olinda B;Nueva York;7/08/2020;-$34.023,50;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
708;Nova Olinda B;Houston;7/08/2020;-$33.452,27;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
709;Depinus;Nueva York;9/08/2020;-$9.051,91;Pagado;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Paypal
710;Caramuru Pie I;Los Ángeles;9/08/2020;$48.497,91;Recibido;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Tarjeta
711;Zaccaria;Los Ángeles;9/08/2020;$73.907,50;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
712;Xavantina;Houston;9/08/2020;$78.508,58;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
713;Xavantina;Chicago;9/08/2020;-$1.075.800,83;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
714;Wasser Kraft;Los Ángeles;9/08/2020;$50.343,85;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
715;Weg Amazonia;Nueva York;9/08/2020;$14.229,71;Recibido;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Paypal
716;Yorg;Houston;9/08/2020;$12.365,96;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
717;Zaccaria;Nueva York;9/08/2020;$13.411,49;Recibido;Citigroup;https://i.ibb.co/18SNjp9/3.png;Tarjeta
718;Ind Plasticas Conquista;Los Ángeles;9/08/2020;$173.967,88;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
719;Wasser Kraft;Chicago;9/08/2020;-$182,07;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
720;Weg Amazonia;Nueva York;9/08/2020;-$23.317,14;Pagado;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
721;Yorg;Nueva York;9/08/2020;-$50.054,38;Pagado;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Tarjeta
722;Ykk Do Brasil;Los Ángeles;9/08/2020;-$4.146,84;Pagado;Bank Of America;https://i.ibb.co/C63d3hs/2.png;MercadoPago
723;Ykk Do Brasil;Chicago;9/08/2020;-$838,85;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
724;Bela Vista Tijolos;Houston;10/08/2020;$140.153,93;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
725;Elian;Los Ángeles;10/08/2020;$167.782,29;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
726;Elian;Houston;10/08/2020;-$1.668.520,41;Pagado;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Tarjeta
727;Elian;Nueva York;10/08/2020;-$48.696,69;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
728;Elian;Houston;10/08/2020;-$38.105,90;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
729;Candura;Los Ángeles;11/08/2020;-$11.647,90;Pagado;Citigroup;https://i.ibb.co/18SNjp9/3.png;Tarjeta
730;Ind De Moveis Thb;Los Ángeles;11/08/2020;-$31.673,08;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Efectivo
731;Libra Energia;Chicago;11/08/2020;$22.655,41;Recibido;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Paypal
732;Hospital Evangelico;Nueva York;14/08/2020;$20.685,13;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;MercadoPago
733;Hospital Evangelico;Chicago;14/08/2020;$22.187,11;Recibido;Citigroup;https://i.ibb.co/18SNjp9/3.png;Tarjeta
734;Hospital Evangelico;Chicago;14/08/2020;-$12.399,10;Pagado;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Tarjeta
735;Hospital Evangelico;Houston;14/08/2020;-$67.964,58;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Efectivo
736;Hospital Evangelico;Nueva York;14/08/2020;-$11.458,72;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;MercadoPago
737;Hosp Sao Francisco Saude;Nueva York;15/08/2020;-$20.882,58;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
738;Canoas Shopping;Houston;15/08/2020;-$15.160,60;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Efectivo
739;Bela Vista Tijolos;Los Ángeles;16/08/2020;-$2.264,64;Pagado;Bank Of America;https://i.ibb.co/C63d3hs/2.png;MercadoPago
740;Hosp Sao Francisco Saude;Chicago;17/08/2020;$5.691,60;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
741;Elkem Carboderivados;Houston;18/08/2020;$5.691,60;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Efectivo
742;Ind De Moveis Thb;Houston;18/08/2020;$92.126,63;Recibido;Santander;https://i.ibb.co/8BvyVd7/4.png;Tarjeta
743;Bela Vista Tijolos;Los Ángeles;21/08/2020;$5.691,60;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Tarjeta
744;Bela Vista Tijolos;Houston;21/08/2020;$5.691,60;Recibido;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Tarjeta
745;Bela Vista Tijolos;Nueva York;21/08/2020;$5.691,60;Recibido;Santander;https://i.ibb.co/8BvyVd7/4.png;Paypal
746;Candura;Chicago;22/08/2020;-$785,02;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
747;Canoas Shopping;Los Ángeles;22/08/2020;-$402,85;Pagado;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
748;Hosp Sao Francisco Saude;Chicago;24/08/2020;-$173,60;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
749;Bella Arte;Nueva York;24/08/2020;-$1.165,19;Pagado;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
750;Xavantina;Los Ángeles;24/08/2020;-$153,06;Pagado;Santander;https://i.ibb.co/8BvyVd7/4.png;Paypal
751;Xavantina;Houston;24/08/2020;-$638.780,52;Pagado;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Tarjeta
752;Wasser Kraft;Houston;24/08/2020;$148.913,55;Recibido;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Efectivo
753;Zaccaria;Nueva York;24/08/2020;$49.777,39;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
754;Zaccaria;Chicago;24/08/2020;$45.437,88;Recibido;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Tarjeta
755;Ykk Do Brasil;Houston;24/08/2020;$45.088,74;Recibido;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Efectivo
756;Wasser Kraft;Nueva York;24/08/2020;-$1.139,15;Pagado;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Tarjeta
757;Ykk Do Brasil;Nueva York;24/08/2020;-$17.997,84;Pagado;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Tarjeta
758;Bela Vista Tijolos;Houston;28/08/2020;$490,63;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Tarjeta
759;Bela Vista Tijolos;Nueva York;28/08/2020;$8.449,95;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
760;Libra Energia;Nueva York;28/08/2020;$2.564,45;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
761;Agropalma;Los Ángeles;29/08/2020;$2.564,45;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Efectivo
762;Rer Plasticos;Nueva York;29/08/2020;$4.029,85;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
763;Ind Plasticas Conquista;Houston;29/08/2020;$4.029,85;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Efectivo
764;Rer Plasticos;Chicago;29/08/2020;$2.564,45;Recibido;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Tarjeta
765;Rer Plasticos;Nueva York;29/08/2020;$7.990,16;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
766;Resende Shop;Chicago;29/08/2020;$2.564,45;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
767;Resende Shop;Houston;29/08/2020;$2.564,45;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Tarjeta
768;Liberty Energy;Chicago;30/08/2020;$2.564,45;Recibido;Santander;https://i.ibb.co/8BvyVd7/4.png;Paypal
769;Maristela Telhas;Nueva York;30/08/2020;$9.002,42;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
770;Sao Domingos Geracao;Nueva York;30/08/2020;$9.163,85;Recibido;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Tarjeta
771;Tes;Los Ángeles;30/08/2020;$9.027,05;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
772;Canoas Shopping;Chicago;30/08/2020;$8.399,87;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Tarjeta
773;Fersul- Cl;Houston;30/08/2020;$8.194,89;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
774;Fersul- Cl;Nueva York;30/08/2020;$7.916,23;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
775;Fersul- Cl;Chicago;30/08/2020;$8.281,87;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
776;Unimin;Nueva York;31/08/2020;$8.598,76;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
777;Elkem Carboderivados;Houston;31/08/2020;-$56.543,41;Pagado;Citigroup;https://i.ibb.co/18SNjp9/3.png;Paypal
778;Gnu Pet;Nueva York;31/08/2020;$14.960,00;Recibido;Santander;https://i.ibb.co/8BvyVd7/4.png;Tarjeta
779;Rer Plasticos;Chicago;31/08/2020;$14.960,00;Recibido;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Paypal
780;Elian;Los Ángeles;31/08/2020;$14.960,00;Recibido;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;MercadoPago
781;Gnu Pet;Nueva York;31/08/2020;-$12.252,80;Pagado;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Tarjeta
782;Ind De Moveis Thb;Los Ángeles;31/08/2020;-$12.497,28;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;MercadoPago
783;Rer Plasticos;Nueva York;31/08/2020;$4.530,50;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
784;Resende Shop;Houston;31/08/2020;$8.364,00;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
785;Resende Shop;Houston;31/08/2020;$3.136,50;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
786;Elian;Chicago;31/08/2020;$2.788,00;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;MercadoPago
787;Gnu Pet;Los Ángeles;31/08/2020;$4.530,50;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;MercadoPago
788;Rer Plasticos;Chicago;31/08/2020;$8.364,00;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
789;Resende Shop;Nueva York;31/08/2020;$3.218,00;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
790;Elian;Nueva York;31/08/2020;$2.788,00;Recibido;Citigroup;https://i.ibb.co/18SNjp9/3.png;Tarjeta
791;Elian;Nueva York;31/08/2020;$3.218,00;Recibido;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Paypal
792;Diamante Ii;Houston;1/09/2020;$3.224,25;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
793;Gold Meat;Chicago;1/09/2020;$4.710,36;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
794;Indaia;Los Ángeles;1/09/2020;$4.701,45;Recibido;Santander;https://i.ibb.co/8BvyVd7/4.png;Paypal
795;Depinus;Chicago;4/09/2020;$3.485,00;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
796;Bela Vista Tijolos;Houston;4/09/2020;$3.485,00;Recibido;Santander;https://i.ibb.co/8BvyVd7/4.png;MercadoPago
797;Bela Vista Tijolos;Nueva York;4/09/2020;-$3.556,46;Pagado;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Tarjeta
798;Bela Vista Tijolos;Chicago;4/09/2020;-$1.690,05;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Efectivo
799;Tenneco;Chicago;5/09/2020;-$493,99;Pagado;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Paypal
800;Bela Vista Tijolos;Los Ángeles;6/09/2020;-$2.302,83;Pagado;Citigroup;https://i.ibb.co/18SNjp9/3.png;Paypal
801;Bela Vista Tijolos;Los Ángeles;6/09/2020;-$24.038,91;Pagado;Citigroup;https://i.ibb.co/18SNjp9/3.png;Paypal
802;Bela Vista Tijolos;Nueva York;6/09/2020;-$6.437,10;Pagado;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
803;Ind Plasticas Conquista;Chicago;6/09/2020;$158.313,86;Recibido;Citigroup;https://i.ibb.co/18SNjp9/3.png;Paypal
804;Zaccaria;Nueva York;8/09/2020;-$1.242,82;Pagado;Citigroup;https://i.ibb.co/18SNjp9/3.png;MercadoPago
805;Weg Amazonia;Los Ángeles;8/09/2020;-$709,14;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
806;Yorg;Nueva York;8/09/2020;-$13.096,27;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
807;Zaccaria;Nueva York;8/09/2020;-$314.443,15;Pagado;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
808;Weg Amazonia;Houston;8/09/2020;-$1.903,90;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
809;Ykk Do Brasil;Houston;8/09/2020;-$7.858,55;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
810;Yorg;Los Ángeles;8/09/2020;-$1.139,88;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
811;Ykk Do Brasil;Houston;8/09/2020;-$11.567,19;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;MercadoPago
812;Ind De Moveis Thb;Los Ángeles;9/09/2020;-$6.212,05;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
813;Bela Vista Tijolos;Nueva York;11/09/2020;$28.176,22;Recibido;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Efectivo
814;Bela Vista Tijolos;Houston;11/09/2020;$120.597,88;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
815;Caramuru Pie I;Nueva York;11/09/2020;$153.192,10;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Tarjeta
816;Caramuru Pie I;Chicago;15/09/2020;-$902.585,45;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
817;Tempo Energia;Nueva York;16/09/2020;$11.028,96;Recibido;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Paypal
818;Ind De Moveis Thb;Nueva York;16/09/2020;$19.194,43;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;MercadoPago
819;Tempo Energia;Houston;16/09/2020;$20.369,60;Recibido;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Efectivo
820;Tempo Energia;Houston;16/09/2020;$11.477,74;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
821;Tempo Energia;Los Ángeles;16/09/2020;$10.914,08;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
822;Tempo Energia;Chicago;16/09/2020;-$2.299,96;Pagado;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
823;Gold Meat;Nueva York;18/09/2020;-$1.812,51;Pagado;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Paypal
824;Bela Vista Tijolos;Los Ángeles;18/09/2020;-$335,55;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;MercadoPago
825;Hosp Sao Francisco Saude;Houston;19/09/2020;$83,23;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
826;Elian;Nueva York;19/09/2020;$127.153,80;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
